,ntacode,ntaname,count
2021,005667051,005667,0
2022,001420041,001420,0
2023,009135006,009135,19
2024,002418042,002418,5
2025,004516063,004516,0
2026,001418023,001418,0
2027,001418043,001418,0
2028,002529033,002529,0
2029,002529045,002529,0
2030,002529034,002529,0
2031,002529037,002529,0
2032,004618039,004618,0
2033,002519065,002519,0
2034,004618046,004618,0
2035,004619023,004619,0
2036,001306034,001306,0
2037,004619025,004619,0
2038,002450005,002450,1
2039,007301025,007301,0
2040,004619028,004619,0
2041,004619030,004619,0
2042,004619032,004619,1
2043,004619037,004619,0
2044,004619038,004619,0
2045,002511064,002511,0
2046,004554069,004554,0
2047,005406089,005406,0
2048,007107012,007107,1
2049,005505029,005505,1
2050,006414039,006414,0
2051,005505033,005505,1
2052,005507003,005507,1
2053,001401001,001401,0
2054,007105012,007105,0
2055,005507006,005507,0
2056,005507007,005507,1
2057,002544049,002544,1
2058,009237036,009237,0
2059,002544054,002544,0
2060,002544042,002544,0
2061,005204021,005204,0
2062,005305027,005305,0
2063,005305026,005305,1
2064,005305028,005305,0
2065,005305030,005305,1
2066,002529038,002529,0
2067,002529039,002529,0
2068,008111009,008111,1
2069,002529070,002529,0
2070,004633068,004633,0
2071,002412068,002412,1
2072,002529073,002529,2
2073,007407018,007407,0
2074,002529075,002529,0
2075,002529072,002529,0
2076,009124003,009124,1
2077,004622048,004622,0
2078,004622043,004622,0
2079,004621015,004621,0
2080,004621014,004621,0
2081,004621018,004621,0
2082,004621019,004621,0
2083,004621021,004621,0
2084,002525005,002525,1
2085,004617005,004617,0
2086,005102042,005102,1
2087,004617006,004617,0
2088,004617011,004617,0
2089,004617014,004617,0
2090,005507009,005507,0
2091,005507061,005507,0
2092,004517062,004517,0
2093,004517064,004517,0
2094,004517066,004517,0
2095,004517068,004517,0
2096,004565064,004565,0
2097,004565070,004565,0
2098,002594024,002594,0
2099,004536004,004536,0
2100,002526048,002526,0
2101,002521038,002521,0
2102,005201020,005201,0
2103,005201018,005201,0
2104,006315027,006315,0
2105,009217064,009217,5
2106,005201024,005201,0
2107,005201026,005201,0
2108,005201027,005201,0
2109,005201028,005201,0
2110,002205018,002205,0
2111,005102009,005102,0
2112,004554061,004554,0
2113,003208041,003208,0
2114,009126003,009126,14
2115,004612097,004612,0
2116,004555058,004555,0
2117,009210064,009210,0
2118,002441089,002441,0
2119,002548022,002548,0
2120,004642018,004642,0
2121,001204064,001204,0
2122,001322007,001322,0
2123,004617015,004617,0
2124,004617016,004617,0
2125,004617048,004617,1
2126,004617049,004617,0
2127,008507049,008507,0
2128,008507053,008507,0
2129,008507055,008507,0
2130,005657092,005657,0
2131,004505007,004505,2
2132,004565055,004565,0
2133,008308050,008308,3
2134,001427016,001427,0
2135,005201049,005201,0
2136,005201058,005201,1
2137,001340087,001340,0
2138,002527053,002527,0
2139,002584018,002584,0
2140,002435060,002435,0
2141,005204027,005204,0
2142,005204029,005204,0
2143,002435071,002435,0
2144,002435062,002435,0
2145,002538025,002538,0
2146,002538039,002538,0
2147,001354056,001354,0
2148,001327007,001327,0
2149,005616082,005616,0
2150,005616083,005616,0
2151,005617036,005617,0
2152,009221023,009221,0
2153,004579045,004579,0
2154,004579048,004579,0
2155,004642040,004642,0
2156,004642043,004642,0
2157,004643096,004643,0
2158,004643086,004643,0
2159,002529041,002529,0
2160,002529042,002529,0
2161,002529044,002529,0
2162,004406029,004406,0
2163,002529050,002529,0
2164,002527027,002527,0
2165,005102006,005102,0
2166,005102012,005102,0
2167,002104033,002104,1
2168,009231012,009231,0
2169,004620045,004620,0
2170,004623032,004623,0
2171,004621052,004621,0
2172,002502024,002502,0
2173,002502006,002502,0
2174,002502029,002502,0
2175,001422011,001422,0
2176,001422013,001422,0
2177,005607069,005607,0
2178,004621058,004621,0
2179,001106049,001106,0
2180,002203017,002203,0
2181,001324099,001324,0
2182,002107019,002107,0
2183,005304014,005304,0
2184,005304015,005304,1
2185,008304021,008304,15
2186,001312029,001312,0
2187,008304004,008304,15
2188,009201097,009201,0
2189,005621020,005621,0
2190,005621017,005621,1
2191,005621019,005621,0
2192,005621021,005621,0
2193,005621023,005621,1
2194,004550090,004550,0
2195,007209008,007209,0
2196,002525066,002525,0
2197,009107045,009107,1
2198,002538064,002538,0
2199,001322024,001322,0
2200,002578082,002578,0
2201,005102017,005102,0
2202,004618007,004618,0
2203,004618001,004618,0
2204,004613002,004613,0
2205,004613003,004613,0
2206,004613006,004613,0
2207,004613007,004613,0
2208,002418062,002418,0
2209,004613010,004613,0
2210,004619007,004619,0
2211,004642047,004642,0
2212,009109004,009109,1
2213,004642052,004642,0
2214,004621061,004621,0
2215,004621062,004621,0
2216,004621064,004621,0
2217,007204015,007204,2
2218,007204016,007204,2
2219,001308017,001308,0
2220,001308042,001308,0
2221,001311049,001311,0
2222,001319073,001319,0
2223,005501011,005501,1
2224,005505044,005505,0
2225,005304019,005304,0
2226,005304020,005304,1
2227,005402068,005402,2
2228,005402059,005402,1
2229,202309043,202309,0
2230,004604005,004604,0
2231,009214012,009214,4
2232,004522022,004522,8
2233,202309044,202309,0
2234,005622005,005622,0
2235,009115010,009115,5
2236,002203007,002203,0
2237,004597053,004597,0
2238,005625060,005625,3
2239,005625059,005625,0
2240,005607021,005607,0
2241,005305032,005305,1
2242,002544053,002544,0
2243,005305034,005305,0
2244,008402002,008402,6
2245,009111005,009111,2
2246,005101006,005101,0
2247,004102016,004102,0
2248,005101007,005101,0
2249,009210067,009210,0
2250,004618005,004618,0
2251,004618006,004618,0
2252,004618008,004618,0
2253,004618009,004618,0
2254,004618010,004618,0
2255,004618016,004618,0
2256,005505045,005505,0
2257,005505048,005505,0
2258,007401029,007401,0
2259,007402009,007402,0
2260,002414027,002414,0
2261,002526032,002526,0
2262,002514052,002514,0
2263,005502045,005502,0
2264,005502047,005502,0
2265,005507042,005507,0
2266,004628015,004628,0
2267,004628017,004628,0
2268,202309045,202309,0
2269,202309046,202309,0
2270,004528041,004528,0
2271,002538003,002538,0
2272,002538013,002538,0
2273,002538017,002538,0
2274,004604035,004604,0
2275,004554072,004554,0
2276,005406047,005406,0
2277,005206008,005206,0
2278,005206004,005206,0
2279,005206006,005206,0
2280,005206007,005206,0
2281,005206009,005206,0
2282,005305035,005305,0
2283,005106015,005106,2
2284,005106017,005106,0
2285,005106020,005106,1
2286,005106021,005106,1
2287,005106022,005106,2
2288,005201032,005201,0
2289,005616062,005616,2
2290,005616067,005616,0
2291,005621028,005621,0
2292,002578013,002578,0
2293,001418059,001418,0
2294,001418060,001418,0
2295,004618032,004618,0
2296,004618033,004618,0
2297,004619008,004619,0
2298,004619010,004619,0
2299,004619018,004619,0
2300,004622026,004622,0
2301,002613024,002613,0
2302,002613027,002613,0
2303,005103014,005103,0
2304,004633013,004633,0
2305,002529007,002529,0
2306,002584070,002584,0
2307,002404019,002404,0
2308,004628020,004628,0
2309,004612036,004612,0
2310,005505050,005505,0
2311,005505051,005505,0
2312,002613035,002613,0
2313,001422018,001422,0
2314,001422019,001422,0
2315,003205014,003205,0
2316,002431093,002431,0
2317,005206010,005206,0
2318,005206017,005206,0
2319,005304022,005304,1
2320,005304025,005304,2
2321,005304026,005304,0
2322,006410060,006410,0
2323,007402020,007402,0
2324,005607004,005607,1
2325,005405051,005405,1
2326,005405049,005405,0
2327,005405050,005405,0
2328,005625029,005625,0
2329,002435049,002435,0
2330,002435054,002435,0
2331,002534073,002534,0
2332,002435055,002435,0
2333,001205008,001205,0
2334,002435058,002435,0
2335,005621069,005621,0
2336,005621072,005621,0
2337,005621073,005621,0
2338,005621077,005621,0
2339,004633012,004633,0
2340,004633080,004633,0
2341,009233021,009233,13
2342,003208060,003208,0
2343,003208022,003208,0
2344,007303005,007303,1
2345,004621066,004621,0
2346,004621069,004621,0
2347,004621070,004621,0
2348,004544051,004544,0
2349,004621074,004621,0
2350,004621076,004621,0
2351,005505052,005505,2
2352,005506002,005506,0
2353,005402003,005402,0
2354,005507051,005507,0
2355,005507053,005507,0
2356,005507054,005507,5
2357,002514053,002514,1
2358,002514068,002514,0
2359,005402024,005402,0
2360,004628025,004628,0
2361,004628026,004628,2
2362,005405052,005405,0
2363,005405053,005405,0
2364,202309047,202309,0
2365,202309048,202309,0
2366,005406002,005406,0
2367,202309049,202309,0
2368,005406005,005406,0
2369,202309050,202309,0
2370,202309040,202309,0
2371,005406052,005406,0
2372,202309052,202309,0
2373,005406054,005406,0
2374,202309053,202309,0
2375,005504011,005504,0
2376,005626062,005626,0
2377,005106023,005106,2
2378,001114003,001114,0
2379,005106028,005106,1
2380,005106029,005106,2
2381,009115011,009115,11
2382,002607045,002607,0
2383,005105003,005105,1
2384,008507031,008507,0
2385,008507035,008507,2
2386,004622040,004622,0
2387,001418066,001418,0
2388,001418064,001418,0
2389,001418065,001418,0
2390,002527025,002527,0
2391,002606014,002606,0
2392,004595029,004595,0
2393,004595032,004595,0
2394,002606021,002606,0
2395,002606025,002606,0
2396,004614017,004614,0
2397,002606029,002606,0
2398,007311023,007311,0
2399,205318039,205318,0
2400,205318040,205318,0
2401,205318041,205318,0
2402,004612041,004612,0
2403,004612042,004612,0
2404,004612045,004612,0
2405,001347002,001347,0
2406,005307063,005307,0
2407,002589015,002589,0
2408,009231013,009231,0
2409,002423055,002423,0
2410,005104014,005104,1
2411,005622010,005622,0
2412,002521017,002521,0
2413,004588036,004588,0
2414,005620055,005620,1
2415,005620056,005620,3
2416,006409037,006409,0
2417,009108076,009108,0
2418,002432035,002432,0
2419,004562072,004562,0
2420,004562073,004562,0
2421,002432041,002432,1
2422,004633026,004633,0
2423,001304083,001304,0
2424,007204007,007204,3
2425,002618012,002618,0
2426,008314017,008314,6
2427,008314021,008314,6
2428,002552035,002552,0
2429,002552038,002552,0
2430,002574056,002574,0
2431,006507018,006507,3
2432,002574013,002574,0
2433,004617053,004617,0
2434,004617051,004617,0
2435,004617052,004617,0
2436,002612087,002612,0
2437,002418091,002418,0
2438,004509041,004509,0
2439,002555001,002555,0
2440,006409009,006409,0
2441,009207051,009207,0
2442,009210065,009210,1
2443,001357033,001357,0
2444,002404025,002404,1
2445,004595047,004595,0
2446,002534063,002534,0
2447,001107069,001107,0
2448,004588056,004588,0
2449,009254038,009254,0
2450,004588013,004588,0
2451,002102073,002102,1
2452,002430032,002430,0
2453,002409049,002409,0
2454,005306018,005306,0
2455,007402022,007402,0
2456,008520023,008520,0
2457,002432046,002432,0
2458,007204019,007204,0
2459,002531008,002531,0
2460,002531078,002531,0
2461,009237056,009237,0
2462,009237087,009237,0
2463,009237091,009237,0
2464,009237092,009237,0
2465,005624003,005624,0
2466,009117049,009117,0
2467,006502024,006502,1
2468,009130003,009130,0
2469,004626008,004626,0
2470,002574064,002574,0
2471,002574067,002574,0
2472,006103057,006103,0
2473,001419042,001419,0
2474,004626010,004626,0
2475,004626012,004626,0
2476,004626014,004626,0
2477,004612052,004612,0
2478,004628082,004628,0
2479,004628085,004628,0
2480,004305019,004305,0
2481,002414034,002414,0
2482,005405029,005405,0
2483,005405031,005405,0
2484,004614025,004614,0
2485,004539084,004539,0
2486,004628093,004628,0
2487,002504092,002504,0
2488,002509005,002509,0
2489,002509043,002509,0
2490,005667054,005667,0
2491,004620053,004620,0
2492,004617056,004617,0
2493,004617057,004617,0
2494,004588015,004588,0
2495,004588018,004588,0
2496,005307001,005307,1
2497,005201014,005201,0
2498,005201015,005201,0
2499,005205019,005205,1
2500,005626005,005626,2
2501,005626006,005626,0
2502,005626007,005626,0
2503,005626009,005626,0
2504,005626010,005626,0
2505,005626013,005626,0
2506,002516036,002516,0
2507,004529081,004529,1
2508,006413042,006413,0
2509,009130008,009130,0
2510,001108043,001108,0
2511,008506034,008506,1
2512,008506060,008506,0
2513,004534005,004534,0
2514,009245049,009245,2
2515,002510037,002510,0
2516,002510038,002510,0
2517,005202008,005202,0
2518,002568054,002568,0
2519,004628086,004628,0
2520,004628091,004628,0
2521,004613015,004613,0
2522,005204042,005204,1
2523,004617061,004617,0
2524,004617063,004617,0
2525,004617064,004617,0
2526,004617066,004617,0
2527,002404012,002404,0
2528,005403091,005403,1
2529,005501022,005501,0
2530,005501054,005501,0
2531,002584067,002584,0
2532,001423025,001423,0
2533,002516017,002516,0
2534,002584066,002584,0
2535,005626014,005626,0
2536,005626019,005626,0
2537,005626021,005626,0
2538,005401007,005401,0
2539,002544038,002544,0
2540,002514047,002514,0
2541,004107022,004107,0
2542,004596024,004596,0
2543,004519012,004519,0
2544,001107014,001107,0
2545,002546087,002546,0
2546,005307023,005307,0
2547,005307024,005307,0
2548,004519022,004519,0
2549,004519029,004519,0
2550,005607026,005607,0
2551,005626001,005626,0
2552,007104048,007104,0
2553,004587013,004587,0
2554,001107009,001107,0
2555,006529018,006529,0
2556,006519093,006519,0
2557,005502051,005502,0
2558,004642061,004642,0
2559,004642059,004642,0
2560,004642060,004642,0
2561,005101012,005101,1
2562,005101009,005101,1
2563,005101010,005101,1
2564,005510017,005510,2
2565,006209006,006209,0
2566,002205016,002205,0
2567,002558046,002558,0
2568,005104022,005104,0
2569,005201001,005201,1
2570,005101020,005101,0
2571,001428018,001428,0
2572,202502058,202502,0
2573,005402027,005402,1
2574,005607071,005607,0
2575,005632034,005632,0
2576,001328019,001328,0
2577,004519061,004519,1
2578,009108075,009108,0
2579,002412081,002412,0
2580,004546065,004546,1
2581,002412095,002412,0
2582,005307036,005307,0
2583,002412054,002412,0
2584,002434009,002434,0
2585,002412055,002412,0
2586,005110067,005110,0
2587,004517069,004517,0
2588,004517079,004517,0
2589,004517081,004517,0
2590,004512012,004512,0
2591,002426092,002426,0
2592,002435059,002435,0
2593,006508040,006508,0
2594,005202041,005202,0
2595,005202042,005202,0
2596,005101013,005101,0
2597,007301010,007301,0
2598,002554055,002554,0
2599,007301021,007301,0
2600,002441087,002441,0
2601,002430084,002430,0
2602,007301024,007301,0
2603,002606022,002606,0
2604,002606023,002606,0
2605,002606038,002606,0
2606,002527016,002527,0
2607,006217004,006217,6
2608,004620059,004620,0
2609,002418029,002418,0
2610,002418030,002418,0
2611,004623066,004623,0
2612,004623070,004623,0
2613,004623071,004623,0
2614,002529013,002529,0
2615,004623075,004623,0
2616,007303004,007303,1
2617,005406084,005406,0
2618,004557030,004557,0
2619,004550086,004550,0
2620,004545079,004545,0
2621,002549031,002549,0
2622,002540026,002540,0
2623,002549049,002549,0
2624,002540030,002540,0
2625,004529027,004529,0
2626,004534006,004534,1
2627,004534013,004534,0
2628,004641077,004641,0
2629,004622012,004622,0
2630,004641078,004641,0
2631,005406088,005406,3
2632,002523054,002523,0
2633,004630014,004630,0
2634,007202053,007202,0
2635,002523057,002523,0
2636,004110001,004110,0
2637,004403037,004403,0
2638,004403039,004403,0
2639,004403040,004403,0
2640,001421005,001421,0
2641,001421010,001421,1
2642,001421012,001421,0
2643,004612059,004612,0
2644,004618038,004618,0
2645,004613016,004613,0
2646,004613017,004613,0
2647,004613018,004613,0
2648,004501084,004501,0
2649,004501085,004501,0
2650,005202006,005202,0
2651,002612009,002612,1
2652,004642070,004642,0
2653,004642072,004642,0
2654,004642074,004642,0
2655,005406085,005406,1
2656,005502005,005502,0
2657,007303006,007303,0
2658,002529021,002529,0
2659,002529022,002529,0
2660,007303008,007303,0
2661,007303009,007303,1
2662,005502009,005502,0
2663,005506008,005506,0
2664,002613072,002613,0
2665,002613084,002613,0
2666,002613039,002613,0
2667,004534085,004534,0
2668,008506072,008506,0
2669,009249064,009249,5
2670,009231048,009231,0
2671,009231049,009231,3
2672,002578032,002578,0
2673,004586019,004586,0
2674,002412045,002412,0
2675,001421007,001421,0
2676,002529071,002529,0
2677,002558061,002558,0
2678,002525092,002525,0
2679,002205007,002205,0
2680,005666088,005666,0
2681,004550034,004550,0
2682,002513024,002513,0
2683,002513029,002513,0
2684,002205019,002205,0
2685,002589039,002589,0
2686,002590001,002590,0
2687,006523033,006523,0
2688,002502097,002502,0
2689,002504025,002504,1
2690,002504030,002504,0
2691,002612008,002612,0
2692,005101023,005101,1
2693,004630029,004630,0
2694,004630032,004630,0
2695,004630035,004630,0
2696,004403067,004403,0
2697,005506004,005506,0
2698,005506005,005506,0
2699,005506006,005506,1
2700,005502062,005502,0
2701,005502063,005502,0
2702,002571033,002571,0
2703,004611024,004611,0
2704,001308082,001308,0
2705,004554048,004554,0
2706,004554050,004554,0
2707,004611026,004611,0
2708,004611029,004611,0
2709,004595049,004595,0
2710,004595026,004595,1
2711,005204013,005204,1
2712,002540060,002540,0
2713,002412050,002412,0
2714,008212018,008212,1
2715,002412049,002412,0
2716,002412073,002412,0
2717,002412052,002412,0
2718,002412078,002412,0
2719,005108002,005108,0
2720,005108003,005108,0
2721,005617002,005617,0
2722,005617003,005617,0
2723,004545080,004545,0
2724,002555093,002555,0
2725,005603046,005603,0
2726,007205046,007205,0
2727,002635006,002635,0
2728,002635008,002635,0
2729,008412053,008412,3
2730,002635053,002635,0
2731,001415047,001415,0
2732,008418011,008418,4
2733,008412066,008412,0
2734,004301004,004301,0
2735,004302010,004302,0
2736,009266063,009266,0
2737,005616059,005616,1
2738,007107021,007107,0
2739,004206004,004206,0
2740,004550068,004550,0
2741,009241040,009241,0
2742,006409038,006409,0
2743,005602045,005602,1
2744,005602052,005602,0
2745,002442036,002442,0
2746,002442039,002442,0
2747,005605020,005605,0
2748,005605022,005605,0
2749,005605024,005605,0
2750,002545037,002545,0
2751,002545099,002545,0
2752,004546042,004546,0
2753,002616026,002616,0
2754,002627044,002627,0
2755,007205043,007205,0
2756,004627026,004627,0
2757,002597013,002597,0
2758,002590030,002590,0
2759,002403044,002403,0
2760,009232094,009232,1
2761,005607062,005607,0
2762,005607063,005607,0
2763,005604032,005604,0
2764,005604033,005604,0
2765,002566068,002566,0
2766,004413001,004413,1
2767,002566080,002566,0
2768,002566084,002566,0
2769,002566085,002566,0
2770,004302002,004302,0
2771,005657050,005657,0
2772,005657058,005657,0
2773,005667022,005667,1
2774,005667025,005667,0
2775,002546071,002546,0
2776,002531012,002531,0
2777,005205050,005205,0
2778,001410034,001410,0
2779,006312055,006312,0
2780,006312056,006312,0
2781,004546001,004546,0
2782,005201021,005201,0
2783,008314001,008314,8
2784,005623023,005623,0
2785,005623020,005623,0
2786,005623021,005623,0
2787,005620046,005620,0
2788,005620047,005620,0
2789,005620049,005620,0
2790,005620050,005620,0
2791,005620051,005620,0
2792,005620052,005620,0
2793,008506079,008506,1
2794,002432084,002432,0
2795,002432085,002432,0
2796,005615021,005615,0
2797,001348026,001348,0
2798,002432080,002432,0
2799,002432086,002432,0
2800,005613055,005613,0
2801,002412067,002412,0
2802,002432057,002432,0
2803,002420048,002420,0
2804,004540093,004540,0
2805,004540094,004540,0
2806,001319002,001319,0
2807,001115001,001115,0
2808,002530057,002530,0
2809,004205010,004205,0
2810,006312063,006312,1
2811,006312072,006312,1
2812,008401027,008401,5
2813,008401022,008401,4
2814,004561021,004561,0
2815,002549002,002549,0
2816,005603047,005603,0
2817,009211051,009211,0
2818,005603048,005603,0
2819,005603051,005603,0
2820,005603055,005603,0
2821,008506080,008506,1
2822,002611027,002611,0
2823,002552034,002552,0
2824,002613099,002613,1
2825,008506081,008506,0
2826,008506082,008506,0
2827,004627034,004627,0
2828,009133006,009133,2
2829,004627035,004627,0
2830,009133007,009133,6
2831,004627036,004627,0
2832,009133008,009133,4
2833,009133009,009133,7
2834,005605028,005605,1
2835,005605029,005605,0
2836,005605033,005605,0
2837,004506055,004506,0
2838,003107024,003107,1
2839,003107025,003107,1
2840,001325048,001325,0
2841,005609006,005609,0
2842,002546070,002546,0
2843,006307016,006307,0
2844,002508028,002508,1
2845,002532016,002532,0
2846,001401045,001401,0
2847,004308012,004308,0
2848,007403012,007403,0
2849,002528067,002528,0
2850,004535004,004535,0
2851,001321022,001321,0
2852,004609038,004609,0
2853,007403022,007403,0
2854,004105003,004105,1
2855,005607079,005607,0
2856,005607076,005607,1
2857,008411005,008411,1
2858,006514001,006514,0
2859,005649029,005649,1
2860,004302008,004302,0
2861,001115010,001115,0
2862,001115011,001115,0
2863,005601070,005601,0
2864,004540074,004540,0
2865,004533059,004533,0
2866,004533064,004533,0
2867,007305015,007305,1
2868,005623026,005623,0
2869,002566008,002566,0
2870,006408022,006408,0
2871,001413021,001413,0
2872,001413036,001413,0
2873,001327070,001327,0
2874,004625060,004625,0
2875,008501056,008501,0
2876,006216039,006216,0
2877,001412055,001412,0
2878,002517018,002517,0
2879,002534023,002534,0
2880,001412061,001412,0
2881,001412071,001412,0
2882,009232095,009232,1
2883,005650038,005650,0
2884,002532032,002532,0
2885,002107022,002107,0
2886,004557008,004557,0
2887,002404053,002404,0
2888,005657060,005657,0
2889,007106004,007106,0
2890,007106005,007106,0
2891,005657062,005657,1
2892,005657064,005657,0
2893,008108007,008108,5
2894,008108015,008108,8
2895,002589051,002589,0
2896,002589054,002589,0
2897,006402020,006402,0
2898,004545004,004545,0
2899,004545008,004545,0
2900,006404041,006404,0
2901,005611034,005611,0
2902,009227001,009227,0
2903,002525094,002525,0
2904,002442041,002442,0
2905,006215055,006215,2
2906,005623032,005623,0
2907,002565066,002565,0
2908,005613024,005613,0
2909,005623071,005623,1
2910,002104063,002104,0
2911,004534023,004534,0
2912,004534024,004534,0
2913,006531010,006531,0
2914,006410046,006410,0
2915,005616023,005616,0
2916,008404012,008404,12
2917,005502013,005502,2
2918,004532038,004532,0
2919,009226011,009226,0
2920,007311013,007311,0
2921,004208021,004208,0
2922,004627054,004627,0
2923,001115002,001115,0
2924,001115007,001115,0
2925,002537018,002537,0
2926,005660066,005660,0
2927,005660067,005660,0
2928,004413017,004413,1
2929,005660072,005660,0
2930,009204074,009204,0
2931,005667047,005667,0
2932,005667050,005667,0
2933,004612074,004612,0
2934,002601071,002601,0
2935,005611039,005611,0
2936,005611043,005611,0
2937,006201017,006201,0
2938,005601003,005601,0
2939,005601001,005601,0
2940,005601002,005601,0
2941,005666082,005666,0
2942,005623079,005623,2
2943,002102059,002102,1
2944,005605010,005605,0
2945,005601073,005601,0
2946,205318035,205318,0
2947,008413001,008413,2
2948,007311018,007311,0
2949,004540048,004540,0
2950,001413004,001413,0
2951,005606023,005606,0
2952,005606025,005606,1
2953,004627044,004627,0
2954,006410034,006410,0
2955,001415059,001415,0
2956,007206002,007206,0
2957,001354014,001354,0
2958,001354015,001354,0
2959,001354016,001354,0
2960,001428006,001428,0
2961,004105034,004105,0
2962,001346002,001346,0
2963,001428035,001428,0
2964,009257064,009257,0
2965,002442032,002442,0
2966,008520030,008520,0
2967,004206067,004206,0
2968,002402033,002402,0
2969,005509030,005509,0
2970,002402041,002402,0
2971,005667011,005667,0
2972,001353037,001353,0
2973,004547079,004547,0
2974,002508034,002508,0
2975,002599055,002599,1
2976,001413092,001413,0
2977,009202032,009202,0
2978,002570054,002570,0
2979,002570061,002570,0
2980,005652012,005652,0
2981,005652015,005652,0
2982,004206049,004206,0
2983,004206074,004206,0
2984,005606026,005606,2
2985,005606027,005606,0
2986,005606028,005606,0
2987,005613004,005613,0
2988,005613001,005613,0
2989,005613003,005613,0
2990,005613029,005613,0
2991,005613031,005613,0
2992,004105035,004105,0
2993,002407025,002407,0
2994,005622033,005622,0
2995,005620018,005620,1
2996,005623052,005623,1
2997,004550096,004550,0
2998,007306017,007306,0
2999,004550097,004550,2
3000,004637062,004637,0
3001,001328018,001328,0
3002,002402042,002402,0
3003,004202042,004202,1
3004,002584039,002584,0
3005,001354029,001354,0
3006,002584040,002584,0
3007,005666008,005666,0
3008,005666009,005666,0
3009,009258002,009258,0
3010,009258020,009258,1
3011,005649079,005649,2
3012,005102044,005102,0
3013,004545038,004545,0
3014,002570079,002570,0
3015,008418014,008418,6
3016,005649036,005649,0
3017,008418015,008418,6
3018,008418019,008418,8
3019,005603068,005603,3
3020,002434007,002434,0
3021,008418022,008418,4
3022,008418023,008418,0
3023,001352025,001352,0
3024,001352031,001352,0
3025,005613033,005613,0
3026,005613034,005613,1
3027,005613036,005613,0
3028,005613037,005613,0
3029,005613038,005613,0
3030,004540065,004540,0
3031,004540066,004540,0
3032,005615019,005615,0
3033,005613042,005613,0
3034,005605011,005605,0
3035,004612022,004612,0
3036,002523061,002523,0
3037,002432088,002432,0
3038,005623049,005623,1
3039,002545020,002545,0
3040,005675015,005675,0
3041,005639006,005639,0
3042,001336019,001336,0
3043,004545023,004545,0
3044,005603036,005603,0
3045,005603039,005603,0
3046,002402068,002402,0
3047,002432038,002432,0
3048,006517078,006517,0
3049,009133005,009133,4
3050,004206009,004206,0
3051,004206014,004206,0
3052,008305010,008305,5
3053,001414008,001414,0
3054,004539050,004539,0
3055,005660091,005660,0
3056,002404055,002404,0
3057,005666087,005666,0
3058,008412009,008412,15
3059,004202011,004202,0
3060,005605018,005605,0
3061,004627001,004627,0
3062,004405038,004405,0
3063,004627024,004627,0
3064,004405047,004405,0
3065,004405050,004405,0
3066,004405073,004405,0
3067,005615010,005615,0
3068,008418048,008418,4
3069,005602013,005602,1
3070,004552033,004552,0
3071,004612054,004612,0
3072,002432039,002432,0
3073,001354021,001354,0
3074,005509004,005509,0
3075,003215048,003215,0
3076,001354023,001354,0
3077,005622041,005622,0
3078,005622042,005622,0
3079,005612016,005612,0
3080,004406053,004406,0
3081,004563005,004563,1
3082,002584049,002584,0
3083,001423098,001423,0
3084,004542022,004542,0
3085,001355066,001355,0
3086,001353044,001353,0
3087,002584026,002584,0
3088,003203024,003203,0
3089,002584062,002584,0
3090,008533027,008533,0
3091,002432076,002432,0
3092,004550062,004550,0
3093,004553040,004553,0
3094,005621033,005621,0
3095,005621050,005621,0
3096,009114021,009114,0
3097,002527006,002527,0
3098,004627033,004627,0
3099,001307017,001307,0
3100,004631074,004631,0
3101,004540076,004540,0
3102,002584017,002584,0
3103,004540078,004540,0
3104,004540079,004540,0
3105,005616011,005616,0
3106,005616013,005616,0
3107,002553042,002553,0
3108,006217050,006217,0
3109,005626046,005626,0
3110,005626047,005626,0
3111,005626048,005626,2
3112,005623051,005623,0
3113,005623057,005623,1
3114,005623058,005623,1
3115,005623059,005623,1
3116,002432077,002432,0
3117,008417062,008417,2
3118,002432078,002432,0
3119,008417063,008417,1
3120,005621061,005621,0
3121,001408063,001408,0
3122,001353024,001353,0
3123,005607066,005607,0
3124,005607067,005607,1
3125,005607070,005607,0
3126,001108042,001108,0
3127,004545029,004545,0
3128,004545040,004545,0
3129,004545041,004545,0
3130,008418027,008418,5
3131,005657094,005657,0
3132,008416003,008416,1
3133,005658001,005658,0
3134,005658002,005658,0
3135,005605002,005605,1
3136,005658003,005658,1
3137,008418057,008418,2
3138,005603013,005603,0
3139,001327077,001327,0
3140,009210002,009210,1
3141,008314013,008314,9
3142,002436034,002436,0
3143,002205056,002205,0
3144,005668028,005668,0
3145,002431078,002431,1
3146,008314007,008314,0
3147,009217035,009217,0
3148,004540072,004540,1
3149,004504020,004504,0
3150,005620006,005620,0
3151,001329001,001329,0
3152,002634033,002634,0
3153,004205038,004205,0
3154,001402046,001402,0
3155,005611066,005611,0
3156,005611067,005611,0
3157,005611070,005611,0
3158,005611071,005611,0
3159,005613059,005613,0
3160,005613057,005613,0
3161,001320034,001320,0
3162,005601051,005601,0
3163,005601052,005601,0
3164,005605036,005605,1
3165,005605042,005605,0
3166,005605044,005605,0
3167,005602028,005602,0
3168,002566087,002566,0
3169,004545042,004545,0
3170,005607072,005607,0
3171,005607073,005607,2
3172,005607074,005607,0
3173,005607075,005607,0
3174,002402060,002402,0
3175,002402061,002402,0
3176,004202012,004202,1
3177,005607078,005607,0
3178,005607080,005607,0
3179,005607082,005607,0
3180,005607084,005607,0
3181,005607086,005607,0
3182,005611001,005611,1
3183,006107021,006107,0
3184,001412013,001412,0
3185,004209020,004209,0
